Initial_Weight,Final_Weight,Height,Age,Gender
132,127,65,47,female
245,223,68,55,male
286,280,64,22,female
234,234,65,56,female
260,243.2,65,52,female
162,154.8,69,50,female
175,168,69,24,female
260,260,71,27,male
223,220,67,41,female
129,126,63,53,female
287.5,281.5,75,74,male
245,240.6,73,44,male
224,215.2,65,32,female
197,197,61,50,female
155,138,66,38,female
175,175,72,20,male
170,171,65,29,female
248,227,70,40,male
177,169,67,40,female
241,248,70,50,male
120,120,63,34,female
161.7,172,67,40,female
215,215,71,38,male
254,254,65,53,female
137,133,65,31,female
163,161,66,31,male
186,189.6,69,48,female
182,182,66,58,female
118,115,59,31,female
260,260,69,22,male
175,175,64,53,female
230,228,64,67,female
145,142.8,70,52,female
205,200,67,54,female
125,125,62,46,female
174,172,58,34,female
209,208.7,62,42,female
196,180.2,64,47,female
171,170,61,60,female
199,145.8,66,54,female
179.52,178,70,41,female
288,283.5,65,47,female
146.5,147,63,51,female
262,257,65,39,female
206,206,64,76,female
218,218.4,67,46,female
222.5,220,64,38,female
168.5,168.5,70,29,female
108,108,61,49,female
170,170.2,60,51,female
128,128,64,21,female
151,150,64,37,female
229.5,215,70,43,male
137,137,66,39,female
180,180,70,77,male
192,163.8,70,30,female
135,135,62,28,female
221,222,69,31,male
155,155,71,51,female
165,157,64,68,female
255,250,69,58,male
196,177,62,48,female
295,295,64,59,female
180,172.2,63,23,female
160,160,64,61,female
155,146,65,29,female
191,186,61,46,female
204,200,68,49,female
220,216.2,67,49,female
205,201,65,22,male
271,271,62,50,female
177,174.6,67,31,female
143,137,67,39,male
151,131,64,44,female
220,220,62,39,female
205,205,73,70,male
185,185,64,62,female
134,135,68,38,female
205,205,68,65,male
145,145,63,25,female
207,207,64,58,female
128,125,64,56,female
190,167,66,29,female
230,230,65,60,female
193,215,68,31,female
252,252,65,38,female
215,231.8,64,28,female
180,180,64,61,female
118,118,64,32,female
162,153,66,43,female
200,201.5,70,45,female
257,244,76,53,male
158,157,65,42,female
265,265,74,62,male
224,227,62,42,female
155,148,70,24,female
207,200.2,65,58,female
244,245,72,49,male
189,187,73,59,male
174,165,67,52,female
145,145,66,28,female
182,185.4,64,33,female
142,142,62,21,female
166,166,65,22,female
250,250,64,55,female
130,130,63,33,female
253,253,66,17,female
193,187,64,24,female
228,226,67,57,male
265,254,66,25,female
174,168.21,65,44,female
149,150.9,65,62,female
160,160,69,36,female
230,228.4,70,52,male
205,205,63,35,female
288,288,70,60,male
317,288,68,26,female
179,171,65,37,female
294,294,65,55,female
169,159,66,50,female
160,160,62,33,female
201,199,68,43,male
253,253,67,34,female
166,166,64,43,female
224,214.5,68,43,female
164,159.4,65,65,female
133,133,64,34,female
129,112.76,59,47,female
273.4,261.8,69,41,female
185,185,68,39,female
215,207,64,34,female
242,230,77,63,male
240,239,65,34,female
271.48,263.34,73,25,female
221.6,226.6,68,46,female
222,218,72,34,male
440,437,72,59,male
146,143,61,35,female
247,245,64,44,female
126,128.8,65,38,female
248,216,61,60,female
265,250,72,33,male
127,127,57,43,female
158,158,60,54,female
214,209.8,65,27,male
268,268,68,48,female
245,234.6,64,39,female
184,186.02,60,39,female
211,169,65,42,female
228,223,65,64,female
160,160,71,37,male
130,130,62,48,female
185,185,65,58,female
216,233.5,64,53,female
239.3,232,66,50,female
178,175,63,71,female
250,250,71,53,male
125,125,65,41,female
322.4,286,68,44,female
264,264,70,44,male
222,222,67,63,male
182,185,66,48,female
165,165,63,67,female
146,140,64,33,female
255,236,68,34,female
220,220,70,41,male
130,123.4,64,45,female
270,270,67,58,female
185,185,63,47,female
235,256,68,25,male
193,188.5,70,37,male
225,225,62,53,female
133,128.8,66,57,female
214,195,66,72,female
219,213.6,65,41,female
220,198,67,47,female
148,145,64,36,female
155,163,61,24,female
133,133,61,36,female
140,140,61,26,female
154,135.4,65,34,female
213,213,64,21,female
330,330,68,44,male
338,325.8,72,40,male
178,181,64,23,female
235,221.5,67,45,female
185,190,68,40,female
189,189,62,42,female
134,136,66,54,female
166,166,67,50,female
187,183,60,56,female
145,145,67,34,female
183.6,178,67,53,female
156,157,65,37,female
300,295,72,79,male
146.4,146,68,37,female
175,178,66,50,female
205,205,64,44,female
180,175,68,26,male
205,199,63,44,female
199,196.1,69,24,female
207,207,69,56,female
163,145,64,43,female
184,171,63,50,female
248,246,69,56,female
128,125.3,62,42,female
200,200,69,44,male
134,134,65,46,female
220,226,73,34,male
183,183,67,56,female
144,144,65,51,female
184,184,65,35,female
165,163.8,64,51,female
340,325,73,52,male
241.49,259.45,72,68,male
290,290,73,28,male
181,163.1,67,53,female
183,183,66,59,female
155,155,64,58,female
169,169,67,32,female
131,125.6,62,35,female
136,127,62,51,female
147,146,63,32,female
127.82,145.64,65,33,female
173.64,198.58,68,45,female
210,192,70,45,female
197,188,66,24,female
140,140,68,29,female
138.5,143,62,38,female
163,157.5,63,60,female
182.5,158,60,39,female
277,272,69,69,male
201,186,68,53,female
130,135.5,65,30,female
190,185.8,71,36,male
275,275,72,43,male
190,190,64,38,female
195,189,64,36,female
176,165,67,36,male
148,143,65,53,female
119,119,60,49,female
160,160,64,69,female
172,178,68,38,female
165,165,63,36,female
154,149.9,62,30,female
238,230,66,40,female
207,197.31,63,21,female
166,168,67,42,female
225,205,66,71,female
136,134.8,65,30,female
183,183,70,44,female
281,268.5,72,41,female
268,268,63,58,female
186,186,63,48,female
301.2,293.8,64,39,female
259,258,65,54,female
238,265,72,54,male
146,147,65,57,female
168,168,68,33,female
210,225,68,39,female
170,166,63,25,female
129,127,63,57,female
213,213,66,59,female
135,120,61,46,female
170,170,63,59,female
185,185.6,61,42,female
145,145,60,41,female
242.5,235,65,35,female
197.4,196.6,66,56,female
142,142,67,39,female
227,227,66,36,female
186,197.39,65,32,female
140,140,66,37,female
167,167,62,58,female
209,170,65,63,female
187,177.2,64,32,female
211,196,64,27,female
247,238,62,43,female
254,247,68,42,female
211,211,65,58,female
225,240,62,67,female
159,163.5,66,37,female
200,198.5,69,35,male
156,152,66,54,female
154,154,64,40,female
260,251,73,43,male
148,148,60,65,female
240,240,71,50,male
187,182,66,34,female
229,229,67,47,female
132,132,63,50,female
131,131,60,40,female
201,196.4,70,64,male
147,149,60,58,female
146,145,66,64,female
185,165,66,44,female
141,141,62,51,female
156,152,62,51,female
186,190,73,52,male
250,246.2,67,47,female
265,219,66,59,male
177,172,68,43,female
191,190,70,62,female
123,123,62,54,female
181,187.4,64,43,female
340.34,416.13,79,56,male
188,183,67,45,female
143,143,65,60,female
195,184,64,47,female
214,206.7,70,78,male
160,157,62,43,female
177.6,176.4,60,29,female
163.8,157.4,65,44,female
304,309,68,55,male
207,207,66,41,female
147.5,147.5,63,54,female
147,139.5,66,53,female
170,170,65,61,female
199,199.7,64,41,female
163,156.5,62,34,female
22,22,65,43,male
187,181.8,62,45,female
192,191,62,48,female
180,180,61,54,female
187,187,63,37,female
195,181.4,66,68,female
205.5,205.5,63,23,female
242,229.9,62,35,female
312,271,66,40,female
198,210.4,66,36,female
300,300,71,51,female
156,156,62,68,female
180,180,70,57,male
157,157.8,60,47,female
219.56,219.56,71,54,male
191.6,194.4,62,30,female
81,81,45,5,female
222,222,64,57,female
145,145,68,41,female
200,190,70,63,female
259,258,69,57,female
235,231,65,55,female
195,195,72,69,male
183,183,65,49,female
237,237,74,55,male
256,256,71,65,male
242,242,69,33,male
230,230,70,34,male
178,178,70,55,male
127.2,118,61,64,female
184,177,67,59,female
203,203.2,64,45,female
205,197.5,72,64,male
174,189,65,38,female
125,125,60,44,female
190,190,68,54,female
173,173,64,23,female
165,165,64,51,female
165,165,66,35,female
152.2,153.8,61,40,female
181,174,64,61,female
181,182,63,54,female
165,165,65,78,female
175,177.6,61,33,female
295,295,70,48,male
257,257,70,29,female
192,188.7,69,55,female
175,180,66,40,female
128,128,65,39,female
170,170,67,57,female
143,142,67,38,female
211,211.8,66,52,female
165,165,70,29,female
180,181,64,23,female
180,179.4,67,40,female
265,265,67,65,male
151,144,65,50,female
256,262,65,44,female
237,220,72,52,male
136.5,134.5,59,57,female
195,183,67,37,female
220,209.2,70,53,male
212,193,67,38,female
147,139.5,68,33,female
195,192.1,64,35,female
248,245.2,69,58,female
290,290,69,68,male
177,175,66,56,female
145,145,63,54,female
150,166.4,63,48,female
165,160,64,29,female
205,217,61,30,female
168,162.2,64,27,female
205,205,76,68,male
209,212.9,66,51,female
170,161.5,67,63,female
158.5,140.5,63,57,female
240,232,68,26,female
174,170,65,58,female
147,147,63,43,female
190,190,64,50,female
184,184,62,70,female
272,246,66,50,female
148,151,65,70,female
155,120.6,67,44,female
199,178,62,42,female
170,168,63,41,female
260,257,72,39,male
144,152,65,51,female
80,80,62,58,female
233,220,60,58,female
230,200.4,65,28,female
111,111,58,32,female
150,150,65,43,female
142,140.5,63,42,female
176,174.2,66,49,female
156,156,71,45,female
191.4,165.8,68,29,female
150,146,64,43,female
212,212,67,44,female
216,215,67,33,female
173,166,62,35,female
255,252,69,61,male
437,437,77,28,male
195,190.5,73,37,female
188,186,62,61,female
186,173.9,64,28,female
214,214,67,66,male
150,148.5,67,29,female
220,215,72,45,male
175,172.6,65,44,female
169,168,64,67,female
332,332,71,65,male
182,176,64,41,female
221,214.2,64,51,female
156,147,63,56,female
262,268.8,71,50,male
205,204.8,71,36,male
130,124.5,64,60,female
250,245,62,60,female
214,214,68,32,male
154,154,66,52,male
145,150,69,29,female
152,149,67,59,female
200,202,65,77,female
130,130,66,55,female
185,185,67,39,male
146,130,65,38,female
248,220,71,37,female
153,153,61,36,female
190,190,72,42,male
200,160,70,44,female
164,169.5,63,44,female
178,176.6,68,56,female
235,235,63,52,female
246,219.5,65,38,female
171,164,65,53,female
234,248,59,37,female
240,252,68,31,female
154,148,59,41,female
199,199,64,56,female
340,326,72,70,male
193,187,63,52,female
185.2,184.6,64,55,female
163,130,62,24,female
190,168,64,37,female
203,203,73,57,male
131,131,67,45,female
225,220,72,33,male
144,136,65,38,female
190,190,68,30,female
226,226,66,44,female
202,208.8,65,52,female
160,148,67,28,female
175,184,62,52,female
158,161.2,66,36,female
244,241.6,71,54,male
185,189,67,47,female
355,350,66,52,female
155,155,63,61,female
212,212,71,33,male
281,279,65,49,female
219,219,70,48,male
163,167.5,67,53,female
187,192.4,62,45,female
202,202,66,56,female
231,226.8,72,33,male
223,192,70,59,female
163,163,65,59,female
255,255,67,43,female
195,202.8,69,27,female
246,267,63,29,female
154,151.5,66,33,female
200,200,70,56,male
265,263,67,65,female
255,244.4,75,28,male
146,150,65,55,female
127,115,62,52,female
197,208.2,66,33,female
211,211.5,66,50,female
230,230,71,44,female
230,230,71,35,female
213,212,70,52,female
200,195.5,62,59,female
250,250,63,48,female
150,150,64,17,female
141,139,65,36,female
304,310,70,40,female
109,104.4,62,32,female
218,216,72,48,male
218,201,73,26,male
268,240.6,63,43,female
149,149,70,27,female
254.7,236,64,58,female
155,155,66,28,female
135,135,63,13,female
208,214.4,66,58,female
190,195,67,52,female
160,153.2,62,27,female
295,291,71,42,male
190,188.5,62,69,female
280,280,67,59,female
254,232,65,53,female
196,197,65,42,female
182,155,63,40,female
250,249,64,53,female
151,157,69,31,female
280,280,67,51,female
173,168,63,56,female
355,355,75,42,male
321,311.8,65,60,female
181,188.4,70,56,female
189,189,69,45,male
159,134.2,64,51,female
325,325,63,52,female
156,156,62,64,female
159,155,62,53,female
154.6,154.6,68,47,female
230,219.7,67,40,female
170,171.8,62,61,female
198,153.3,69,53,male
180,185.5,69,55,female
207,207,71,41,male
248,245,73,48,male
245,236,62,63,female
185,155,68,31,female
217,210,66,49,female
209.6,210,65,63,male
250,247.5,68,49,female
189,177.5,64,51,female
125,119,66,61,female
252,253,65,48,female
157,157,64,50,female
207,210,68,30,female
174,174,62,50,female
350,350,65,47,female
239,250,68,52,male
134,127.4,64,48,female
270,257,69,53,male
186,186,65,39,female
139,139,61,59,female
194,189,64,53,female
225,225,65,34,female
345,330.8,68,39,female
179,179,68,51,female
174,176,62,27,female
215,211.4,69,50,female
200,195,68,69,male
232.5,232.5,65,49,female
183,177,63,69,female
125,125,65,32,female
143,143.5,64,34,female
130,122,65,37,female
240,208,64,51,female
188,182,68,70,female
191,193.5,63,56,female
173,173,69,53,male
232,231.6,66,27,female
124,121,65,59,female
130,130,62,28,female
190,198,66,51,female
238,238,67,28,male
214,206.4,71,73,male
229,219.5,71,32,female
173,169.6,67,33,female
166,162,63,56,female
210,210,65,41,female
189,184,63,58,female
199,202.6,65,47,male
164,164,62,33,female
140,135,67,43,female
250,240,65,63,female
138,134,62,25,female
124,126,63,56,female
180,181.4,65,47,female
243,243,65,34,female
192,192,69,76,male
272,272,67,46,female
180,175,62,46,female
165,165,66,28,female
210,207.5,71,66,male
180,180,66,63,male
168,170,70,46,male
121,121,63,48,female
145,145,70,41,female
148.6,145.8,65,46,female
182,182.5,64,53,female
141,140,65,46,female
188,185,62,56,female
238,228,72,63,male
160,162,64,55,female
176,176,63,43,female
196,196,67,37,female
240,240,69,64,male
137.5,128,65,44,female
191,191,65,49,female
163,163,69,52,female
239,157,62,44,female
137.72,135.71,65,43,female
332,332,65,54,female
168,168,65,26,female
198,198,67,66,female
299,276.5,67,59,female
219.54,200.64,65,44,female
211,205.5,65,38,female
302.6,247.2,67,44,female
173,173,73,28,male
145,153,64,31,female
245,245,65,41,female
164.2,167.6,67,51,female
167,170,64,54,female
158,157,67,49,female
168,176,65,63,female
189,196,70,44,male
182,160,65,29,female
170,167.8,64,59,female
150,150,64,43,female
230,230,63,42,female
175,176.6,70,40,female
186,182.9,62,29,female
230,229,69,53,female
160,154,61,35,female
165,165,62,39,female
237,223.4,70,40,female
267,267,71,37,male
148,130,63,61,female
180,177,69,31,female
180,180,66,51,female
310,310,66,34,female
160,160.4,60,44,female
221,230,62,55,female
172,164.4,63,34,female
152,147.2,62,55,female
171,171,66,54,female
228,222,67,56,female
144,144,64,71,female
140,138.8,63,15,female
206,201,66,39,female
250,220,67,39,female
153,153,62,55,female
179,168,70,36,female
203,203.5,68,49,female
135,133.5,63,34,female
246,235,70,35,male
208,210,66,42,female
139,140,62,45,female
195,180,63,22,female
235,235,70,19,female
186,182.5,63,61,female
159.8,158.2,64,55,female
261,264,72,46,male
143,143,63,59,female
197,171,63,30,female
130,131.25,62,52,female
130,114.5,61,43,female
217,217,65,39,female
218,217,69,47,male
225,220,70,63,male
188,188,66,33,female
201,201,66,28,female
200,180,70,59,male
160,160,68,62,female
350,265,71,59,male
199,199,62,52,female
187,176.8,69,56,male
317,304,72,52,male
135,136,64,36,female
197,197,63,48,female
142,147,60,65,female
187,150.2,62,41,female
239,239,68,42,female
175,175,65,26,female
249,247.5,65,55,female
205,205,63,45,female
270,265,67,49,female
198,187,69,30,female
217.8,144,65,47,female
204,201,71,45,female
225,235,69,40,male
204,199,67,44,female
177,174.8,65,48,female
150,148,71,30,female
270,257,68,62,female
275,268,73,30,male
248,225,62,52,female
155,155,70,63,female
225.5,199.5,68,36,female
234,234,69,54,female
198,198,65,75,female
131,134.6,62,29,female
254,261,75,42,male
139,139,64,55,female
201,192,70,46,male
171.2,181,66,44,female
201,190.4,69,56,female
196,202,64,21,female
212,198,68,45,male
200,200,69,39,female
176,169.2,63,44,female
200,200,66,53,female
147,147,63,36,female
327,322,72,25,male
134,133,67,27,female
182.6,180.6,70,66,female
171.9,174.4,65,30,female
178,176.4,67,50,female
180,185.6,67,52,female
146,146,66,44,female
193,190,71,33,female
198,198,63,45,female
127,127,65,27,female
282,282,67,30,female
170,170,68,40,female
130,130,65,35,female
163,163,62,66,female
237,119.4,60,28,female
160,156,64,50,female
266,264.2,73,39,male
275,275,66,60,female
246.4,235.21,65,38,female
160,169.5,62,70,female
120,118.4,62,54,female
136,134,65,29,female
187,185,66,65,female
192,196.4,63,47,female
230,228,72,44,male
163,156.8,65,32,female
155,146,65,41,female
139,135,65,40,female
191,191,65,73,female
176,175,71,61,male
120,130,64,35,female
130,130,64,47,female
175.6,168,65,46,female
198,196.2,60,37,female
212,212,73,47,male
167,139,64,38,female
210,210,65,41,female
192.2,173.4,68,27,female
227,218.2,64,38,female
440,430.4,75,65,male
240,240,66,43,female
304,302.6,67,40,female
214,214,69,50,male
144,141,63,44,female
220,194.5,66,34,female
188,185.8,64,63,female
200,200,70,32,female
227,227,61,54,female
170,160,66,45,female
179,179,68,49,female
200,200,70,45,female
187,189.4,69,45,female
185,197.3,64,42,female
180,182,63,38,female
203,184.4,61,46,female
282,277,71,41,male
188,188,66,52,female
401,401,62,34,female
215,214,70,31,male
167,167,67,40,male
222,220,65,47,female
182,175,66,51,female
212,212,67,33,female
250,223.8,71,36,male
192,185,72,46,male
170,159.6,67,43,female
165,151.6,64,40,female
209,209,69,61,female
288,297,66,38,female
231,231,67,30,female
117,216.5,64,59,female
156,152.2,65,41,female
213,213,69,48,male
156,160,63,62,female
211,211,62,55,female
200,200,68,45,male
229,126,63,35,female
113,110.6,61,31,female
174,174,65,33,female
236,233.5,68,36,female
172.5,172.5,62,66,female
142,147,67,21,female
169,161.6,67,59,female
190,190,61,53,female
312,317,66,31,female
146,143,60,31,female
142,142,67,44,female
130,130,63,53,female
213,150.5,60,30,female
256,242,73,51,male
159,150.5,67,40,female
123,123,63,34,female
154,154,68,24,female
275,275,63,55,female
168,156.2,67,49,female
182,175,64,68,female
235.4,235.4,72,43,male
252,252,70,39,male
175,175,63,48,female
190,190,67,36,female
158,157,70,39,male
144,144,65,44,female
242,234.2,62,37,female
172,171,64,41,female
197,199,64,58,female
171,172.8,64,26,female
270,222.4,71,44,male
206.4,206.4,62,50,female
215,215,70,50,male
155,154,64,37,female
169,174,63,39,female
149,148.5,63,53,female
155,146.8,62,29,female
220,216,69,25,female
176,177.63,66,71,male
153,153,68,20,female
161,167,62,16,female
163,158,62,43,female
391.5,379.5,68,53,female
233,233,74,30,male
202,206,66,39,female
147,146,67,43,female
245,245,62,31,female
134,134,65,29,female
212.6,177.6,65,25,female
175,148.1,67,49,female
160,154,66,28,female
138,137,62,33,female
210,210,68,54,female
271,271,62,55,female
143,143,65,30,female
164.56,157,67,53,female
174,174,66,45,female
138,138,66,42,female
250,241.5,69,40,male
78,78,57,9,female
243,243,71,37,male
279,279,66,61,female
135,134.5,65,31,female
212,201.8,63,54,female
161.8,164.4,65,42,female
141,148,61,53,female
184,208.4,62,36,female
258,253,71,61,female
226,226,70,43,male
366,361.4,74,60,male
190,187,67,51,female
140,140,65,45,female
250,245,67,56,female
193,190,64,61,female
234,221.2,66,42,female
240,240,64,48,female
225,216,65,57,female
176.6,179,67,56,male
188,182,64,42,female
220,222,66,44,female
186,186,64,36,female
170,168.3,68,39,female
190,190,63,27,female
170,170,68,66,male
177,177,67,54,female
153,156,62,42,female
159,155.4,64,53,female
153,151.2,66,53,female
111,115,65,34,female
197,191,65,46,male
245,245,66,58,female
253.3,253.2,83,43,male
304,304,76,37,male
179,169.5,66,60,female
183,183,62,65,female
240,239.8,60,67,female
152,152,63,34,female
209,208.2,71,48,male
133,119,62,70,female
194,186,70,43,male
245,245,74,24,male
170,160,62,29,female
187,180.4,63,59,female
257,257,65,44,female
185,185,65,46,female
250,250,69,64,male
403,401.6,67,27,female
246,159.6,62,74,female
228,228,70,54,male
219.5,217.5,62,55,female
125,110.5,60,47,female
150,148.6,65,44,female
160,141,63,43,female
139,134,62,40,female
168,168,63,72,female
191,191,64,38,female
232,239,73,44,male
140,140,63,44,female
111,111,56,10,female
187,182.5,62,35,female
193,193,69,43,female
211,200,67,30,female
195,195,65,63,female
243,250,63,39,female
190,190,66,42,female
137,137,60,31,female
163,164.5,67,48,female
311,287,71,36,female
305,296.4,63,60,female
231.5,231.5,76,36,male
290,260.3,62,50,female
175,179.5,69,36,female
159.72,153.6,66,27,female
183,177,64,31,female
331.6,309,67,46,female
295,225,75,39,male
182,175.6,65,49,female
190,190,62,43,female
185,178.8,68,51,female
232,187,67,22,female
139,135,64,49,female
173,165,63,58,female
197,195.3,64,46,female
154,155,63,49,female
170,176.5,62,57,female
200,195.5,66,47,female
159,164.6,64,62,female
232,220.4,65,71,female
135,127.8,62,75,female
299,299,66,62,male
170,169.5,70,60,female
200,200,66,49,female
309,259.5,69,31,female
244,247,66,46,female
157,154,63,25,female
150,136,67,26,female
148,144,64,61,female
218,218,69,43,male
115,119,60,31,female
130.5,134,63,43,female
199,199,66,66,female
171,167,66,29,female
200,225,64,40,female
180,170,68,45,female
185,185,60,34,female
187,187,67,51,female
210,196,69,57,female
210,214,64,35,female
210,193,67,58,male
213,213,64,51,female
211,189,70,38,female
318,308,73,23,male
188,188,62,48,female
168,168,67,31,female
221.4,219.2,67,47,female
250,250,71,66,male
192,199,63,44,female
119.7,117,62,27,female
185,183,64,41,female
142,142.4,64,65,female
202.6,205.2,69,52,female
163,160.01,65,57,female
198,198,64,76,female
245,245,71,55,male
225,218,67,55,female
312,219,72,35,female
194,194,67,53,female
243,214,67,31,female
230,225,66,41,female
216,203.2,64,25,female
157,149.75,60,36,female
200,196,60,48,female
196,187.4,66,58,female
180,180,62,70,female
159,158.4,65,49,female
135,135,62,46,female
347,303.36,69,47,male
220,215,63,27,female
275,275,71,48,male
136,134,65,65,female
178,178,66,36,female
214,214,70,62,male
162,168.4,65,29,female
131,131,65,49,female
138,138,64,35,female
153,118,62,50,female
191,186.2,64,33,female
184,158,62,72,female
200,170,66,61,female
204,231.5,68,26,female
144,132.4,62,74,female
200,200,65,55,female
203,203,63,39,female
285,285,71,61,male
187,180,63,39,female
237,237,64,50,female
141,126,68,30,female
195,198.6,69,54,female
203.27,209,69,44,female
141,165.5,65,34,female
300,300,65,25,female
221,213.9,67,59,female
161,165,65,56,female
185,185,65,50,female
273,266,66,60,female
250,210,70,33,male
205,155.8,66,38,female
173.5,170.5,63,35,female
250,250,68,60,female
164,163,66,50,female
160,156,65,39,female
182,182,68,45,female
194,188.5,66,39,female
127,127,62,46,female
159,159,64,52,female
181,184,65,60,female
188,182.2,65,63,female
200,200,67,64,female
146,134,66,26,female
174.46,174.46,67,44,female
205,205,64,35,female
135,132,64,38,female
206,205,65,52,female
156,156,66,63,female
395,395,74,53,male
121,120,65,69,female
156,142.2,63,29,female
158,158,64,36,female
225,225,70,52,male
114,111.2,61,40,female
240,234.6,69,53,female
185,185,61,60,female
168,168,67,47,female
163,165,61,51,female
193,197.5,68,52,male
176,175,65,70,female
207,212.7,73,29,female
220,214.6,66,32,female
153,153,66,36,female
146,149,62,63,female
241,238.6,65,26,female
176,176,63,64,female
222,222,62,54,female
163,163,70,53,male
206,207,65,28,female
167,162.8,68,33,female
152,152,61,40,female
200,200,70,63,male
138,120.4,61,30,female
285,285,69,62,female
260,168,66,50,female
288.2,265,74,29,male
285,251,76,37,male
147,147,64,23,female
125,125,64,26,female
165,170,62,43,female
245,245,65,40,female
220,220,75,44,male
295,295,72,52,male
152,144.4,62,39,female
194,192.6,67,42,female
155,155.5,65,29,female
160,160,68,18,female
273,240,65,65,female
183,170,61,58,female
200,200,72,54,male
208,204,72,35,male
209,192,70,51,female
160,160,62,55,female
125,125,62,52,female
147,154.32,69,44,female
293,293,67,62,female
129,121.3,56,54,female
184.75,178.75,65,52,female
170,170,64,52,male
180,178,67,43,female
447,393,72,38,male
245,245,67,48,female
182,183.4,65,44,female
123,123,63,54,male
46,46,43,5,male
250,250,74,43,male
380,380,64,53,female
170,167,68,36,female
240,240,70,44,male
155,166,62,34,female
189,194.6,64,33,female
300,300,69,45,male
180,179.5,66,68,male
227,227,66,67,female
289,289,71,44,male
190,186,73,55,male
231,231,68,42,female
160,164,65,40,female
298,295,65,43,female
196,166,67,39,female
195,187,67,37,female
138,138,63,13,female
188,188,65,45,female
185,185,64,52,female
185,185,64,54,female
166,166,66,52,female
196,196,66,16,female
145,145,65,23,female
213,215,63,67,female
240,234.5,66,64,female
296,288.1,71,38,female
208,208,64,56,female
176,171,67,35,female
159,158,64,52,female
205,198,73,40,male
235.8,229.4,71,40,female
200,203,68,36,female
205,207.4,61,57,female
200,200,63,51,female
130,127,64,18,female
158,158,63,57,female
135,135,61,51,female
187,186,69,56,male
180,180,65,46,female
153,152.5,63,34,female
152,154,67,53,female
200,201.8,68,44,female
225,222.5,74,40,male
102,102,60,30,female
145,142,62,58,female
305,247,62,49,female
280,285,68,54,female
164,162,62,44,female
195,195,70,62,male
186,180.5,65,50,female
160,146,65,51,female
135,135.3,62,53,female
260,249.48,74,36,male
228,225,73,36,male
144,134,62,37,female
257.8,255.6,65,63,female
184,184,63,50,female
275.4,268.9,67,39,female
211,201,72,42,male
196,195.8,62,44,female
135,135,67,44,female
230,226,73,48,male
130,130,62,32,female
300,300,70,68,male
284.46,284.46,70,44,male
112,112,70,64,male
225,225,65,39,female
198,189.9,68,38,female
160,150.8,69,35,female
172.2,172.2,67,45,female
136,141.5,67,27,female
135,129,64,52,female
296,287.5,73,70,male
123,123,64,36,female
169,168,63,82,female
151,151,64,63,female
292,274.6,72,55,male
215,217.4,61,45,female
177,181,65,34,female
155.2,150.2,66,48,female
140,134,64,22,female
150.2,152.6,62,54,female
194,187.5,66,47,female
128,121,64,40,female
150,150,63,57,female
142.8,151.8,63,40,female
165,150,60,53,female
212,212,68,28,female
240,240,63,27,female
162,160,68,44,female
248,227.9,64,57,female
133,126.2,62,27,female
180,167,65,43,female
210,210,67,67,female
180,180,55,34,female
277,277,72,50,male
180,175,66,19,female
160,164,64,43,female
209,209,66,40,female
192,189,69,70,male
305,306,70,61,female
237,237,75,42,male
155,155.8,62,47,female
255,247,70,67,female
186,182,66,47,female
198,199,70,36,male
228,228,65,30,female
302,298,65,46,female
215,223.2,72,56,male
296,288,74,57,male
143,142,65,44,female
208,208,66,61,female
186.4,185,69,37,male
143,135,63,56,female
160,160,65,40,female
174,173,63,49,female
140,137.4,66,44,male
180,175,64,39,female
259,257,68,61,female
223,223,65,43,female
121,122,65,38,female
160,182,66,25,female
170,167,63,54,female
200,200,62,46,female
251,240.2,67,58,female
255,255,71,42,male
286.4,244.8,76,61,male
270,243,70,64,male
170,170,64,27,female
207,224,70,45,male
191,176,70,30,female
34,34,40,3,female
218,218,64,56,female
120,120,61,34,female
147,147,63,34,female
140,134,64,56,female
188,178.6,72,43,female
189,189,64,48,female
196,195.4,63,40,female
297,297,72,52,male
220,220,65,38,female
239,239,63,15,female
183,189,64,49,female
180,180,69,60,female
157.7,155.6,63,54,female
163,163,69,63,male
120,120,67,27,male
172,175.6,64,52,female
252,252,71,63,male
115,115,62,28,female
206,195.6,65,26,female
182.6,184,65,49,female
200,200,63,68,female
186,186,74,35,male
185,185,71,49,male
123.8,120.2,60,38,female
155,149,66,59,female
179,176,66,31,female
265,265,67,53,female
170,139,66,33,female
112,114,62,26,female
165,159,67,36,female
228,215,65,41,female
200,200,67,54,female
210,210,66,52,female
200,195,64,62,female
196,155.8,64,57,female
135,135,64,43,female
175,173,60,49,female
139,150,66,32,female
173,159,65,46,female
200,194,64,33,female
235,228.6,64,57,female
135,138,69,46,female
179,166,64,49,female
197.4,191.2,69,46,male
167,170,67,42,female
206,195.1,68,26,female
224,219,68,52,female
250,231.5,67,50,male
165,165,67,52,female
214,215,70,58,male
154.2,170,66,41,female
222,222,63,28,female
217,228.5,68,53,female
136,136,66,36,female
209,209,72,31,male
162,163,66,60,female
218,208.3,72,66,male
224,197.4,70,39,male
99.6,99.6,54,11,male
125,204,73,32,female
221,206.3,72,36,male
200,196,67,36,female
150.7,153.28,69,61,female
212,208,60,44,female
175,175,66,62,female
171,163.5,66,35,female
176,172.6,73,37,female
195,189,63,47,female
197,197,63,39,female
175,169.25,60,57,female
145,137,62,58,female
185,185,67,55,female
135,135,60,51,female
313.4,267.4,71,55,male
338,338,72,56,male
250,250,64,43,female
